    Name     |      Class      | Score 
CAMI         |  K64A1 ToanHoc  |  6.7  
YEE          |  K63A2 ToanTin  |  3.1  
BOB          |  K63A2 ToanTin  |  5.6  
LATARSHA     |  K65A3 KHMT&TT  |  7.9  
SHERRI       |  K66A2 ToanTin  |  8.1  
DEVORA       |  K67A4 KHMT&TT  |  2.5  
JASON        |  K64A4 KHMT&TT  |  6.3  
CINDY        |  K65A1 ToanHoc  |  4.8  
VERDELL      |  K63A2 ToanTin  |  5.3  
BRANT        |  K67A2 ToanTin  |  3.2  
ALICE        |  K67A2 ToanTin  |  8.9  
ALYSIA       |  K64A2 ToanTin  |  0.3  
LATONYA      |  K63A1 ToanHoc  |  2.5  
AKIKO        |  K64A1 ToanHoc  |  3.1  
JACINTO      |   K65A5 KHDL    |  7.0  
JOHNATHON    |   K67A5 KHDL    |  6.7  
DELBERT      |  K66A3 KHMT&TT  |  0.2  
TAINA        |  K63A4 KHMT&TT  |  0.1  
MAISHA       |  K65A3 KHMT&TT  |  1.9  
JARED        |  K63A1 ToanHoc  |  1.8  
SUN          |  K64A2 ToanTin  |  5.1  
BERNADINE    |  K67A3 KHMT&TT  |  0.9  
RODRIGO      |  K65A1 ToanHoc  |  9.9  
ELODIA       |   K66A5 KHDL    |  1.2  
IVY          |  K63A3 KHMT&TT  |  0.5  
MELANY       |  K67A4 KHMT&TT  |  1.0  
SUSY         |  K64A4 KHMT&TT  |  6.9  
PIERRE       |   K66A5 KHDL    |  3.2  
BRANDY       |  K66A1 ToanHoc  |  2.8  
RACHEL       |  K67A2 ToanTin  |  7.5  
JULIA        |  K64A4 KHMT&TT  |  1.7  
ARNETTA      |  K63A1 ToanHoc  |  8.4  
LONI         |  K67A1 ToanHoc  |  4.6  
LAVONNA      |  K64A1 ToanHoc  |  7.2  
TANIA        |  K64A2 ToanTin  |  2.3  
CIRA         |  K66A1 ToanHoc  |  6.7  
KATHLYN      |  K67A2 ToanTin  |  6.0  
LINWOOD      |  K65A3 KHMT&TT  |  3.9  
LAWRENCE     |  K67A1 ToanHoc  |  1.6  
MONA         |  K64A3 KHMT&TT  |  7.3  
DONNELL      |  K63A3 KHMT&TT  |  7.3  
DARRICK      |  K63A4 KHMT&TT  |  7.0  
DUANE        |  K64A3 KHMT&TT  |  6.3  
ROSALINE     |  K66A1 ToanHoc  |  8.1  
VENUS        |  K64A3 KHMT&TT  |  1.7  
INGRID       |  K66A1 ToanHoc  |  5.2  
POLLY        |  K64A4 KHMT&TT  |  3.1  
THEOLA       |  K64A3 KHMT&TT  |  0.5  
GAYLE        |   K63A5 KHDL    |  8.4  
LELIA        |  K66A4 KHMT&TT  |  5.8  
LUCI         |  K66A3 KHMT&TT  |  9.7  
VETA         |  K65A1 ToanHoc  |  9.9  
CARIE        |  K67A1 ToanHoc  |  1.5  
EDWARDO      |  K67A1 ToanHoc  |  4.0  
EHTEL        |  K67A1 ToanHoc  |  4.4  
FONDA        |  K67A2 ToanTin  |  7.1  
ALYSON       |  K67A4 KHMT&TT  |  7.3  
ELVIRA       |  K65A4 KHMT&TT  |  3.9  
EVA          |   K63A5 KHDL    |  3.1  
GRAYCE       |  K63A3 KHMT&TT  |  7.7  
KIT          |  K65A4 KHMT&TT  |  9.6  
MARVA        |   K65A5 KHDL    |  1.1  
MARGUERITE   |  K63A1 ToanHoc  |  9.6  
CLARETHA     |  K67A3 KHMT&TT  |  8.9  
FONDA        |  K65A2 ToanTin  |  3.8  
MARTINA      |  K66A4 KHMT&TT  |  5.9  
AN           |  K63A4 KHMT&TT  |  5.3  
DARIO        |   K65A5 KHDL    |  3.9  
CLAUDE       |   K64A5 KHDL    |  3.9  
SHERILL      |   K66A5 KHDL    |  1.0  
VIRGEN       |  K63A4 KHMT&TT  |  2.5  
GOLDA        |  K66A3 KHMT&TT  |  6.3  
JOSELYN      |  K63A2 ToanTin  |  8.6  
HERBERT      |  K65A4 KHMT&TT  |  0.1  
VETA         |  K63A4 KHMT&TT  |  5.1  
JAY          |  K67A2 ToanTin  |  4.6  
CLAUD        |  K64A1 ToanHoc  |  0.8  
DANUTA       |   K67A5 KHDL    |  9.1  
ABBIE        |  K67A3 KHMT&TT  |  2.1  
ARIANNE      |  K67A3 KHMT&TT  |  9.5  
EVE          |  K66A4 KHMT&TT  |  0.1  
TONEY        |  K67A4 KHMT&TT  |  7.3  
TAREN        |  K66A2 ToanTin  |  1.1  
MYRTIE       |   K66A5 KHDL    |  3.9  
NOELIA       |  K63A1 ToanHoc  |  0.0  
JULIANN      |  K64A4 KHMT&TT  |  4.3  
KERMIT       |  K65A2 ToanTin  |  7.3  
TANIA        |  K65A3 KHMT&TT  |  7.4  
VANNA        |  K64A3 KHMT&TT  |  8.6  
GERTUDE      |  K65A4 KHMT&TT  |  8.0  
SHERLY       |  K63A1 ToanHoc  |  2.8  
EMMY         |  K66A4 KHMT&TT  |  0.7  
NIKI         |  K66A4 KHMT&TT  |  1.2  
SARITA       |  K66A4 KHMT&TT  |  6.4  
KENYATTA     |  K66A1 ToanHoc  |  6.2  
DANUTA       |  K65A2 ToanTin  |  2.4  
ALEXA        |  K67A4 KHMT&TT  |  2.2  
KUM          |  K63A1 ToanHoc  |  1.6  
JONATHON     |   K64A5 KHDL    |  5.6  
DARNELL      |  K64A1 ToanHoc  |  5.4  
BEULA        |  K65A4 KHMT&TT  |  6.3  
FEDERICO     |  K63A1 ToanHoc  |  5.8  
MOZELLE      |   K65A5 KHDL    |  9.7  
ZONIA        |  K67A3 KHMT&TT  |  1.3  
GLENDORA     |   K64A5 KHDL    |  0.0  
ZACK         |  K67A4 KHMT&TT  |  5.3  
KAYLEE       |  K67A3 KHMT&TT  |  7.8  
RESSIE       |  K67A2 ToanTin  |  2.9  
CONRAD       |  K65A4 KHMT&TT  |  3.6  
DAMIEN       |  K65A1 ToanHoc  |  2.6  
DAPHINE      |  K64A3 KHMT&TT  |  3.5  
DANA         |  K63A3 KHMT&TT  |  7.3  
ROMAN        |  K65A4 KHMT&TT  |  8.0  
JANETH       |  K64A1 ToanHoc  |  2.6  
CORRINE      |   K65A5 KHDL    |  2.3  
DORINDA      |  K63A4 KHMT&TT  |  4.1  
LANCE        |  K66A3 KHMT&TT  |  7.7  
KIMBRA       |   K65A5 KHDL    |  0.6  
ALPHA        |  K67A4 KHMT&TT  |  4.2  
KYLIE        |  K63A3 KHMT&TT  |  6.1  
NANCEE       |  K66A1 ToanHoc  |  10.0 
CLARE        |  K65A2 ToanTin  |  6.9  
ANNETT       |  K64A1 ToanHoc  |  1.4  
PATIENCE     |   K66A5 KHDL    |  0.7  
DARCI        |  K63A3 KHMT&TT  |  7.6  
ADELLE       |  K63A1 ToanHoc  |  4.5  
ROSELLE      |  K64A4 KHMT&TT  |  8.6  
YASUKO       |  K67A1 ToanHoc  |  9.6  
LOLITA       |  K65A4 KHMT&TT  |  3.0  
PILAR        |  K63A4 KHMT&TT  |  9.8  
LINDY        |  K65A3 KHMT&TT  |  9.4  
ADRIANNA     |  K65A1 ToanHoc  |  8.8  
BONNY        |  K64A3 KHMT&TT  |  3.7  
RAPHAEL      |  K64A1 ToanHoc  |  8.9  
BETTIE       |  K63A1 ToanHoc  |  0.1  
JANNET       |  K65A3 KHMT&TT  |  8.1  
LAWANNA      |  K65A4 KHMT&TT  |  5.8  
CALEB        |  K65A2 ToanTin  |  8.8  
PAGE         |  K67A3 KHMT&TT  |  3.7  
JAMEL        |  K67A4 KHMT&TT  |  0.8  
MARIAN       |  K63A2 ToanTin  |  7.8  
COLE         |  K67A2 ToanTin  |  3.4  
YEN          |   K65A5 KHDL    |  3.8  
RANDEE       |  K64A1 ToanHoc  |  7.4  
ADRIAN       |  K63A1 ToanHoc  |  8.7  
JIM          |   K67A5 KHDL    |  8.3  
SANDA        |  K66A4 KHMT&TT  |  8.8  
THAD         |  K65A1 ToanHoc  |  6.9  
LATANYA      |  K64A3 KHMT&TT  |  2.6  
DWIGHT       |  K63A1 ToanHoc  |  9.4  
ISREAL       |  K65A1 ToanHoc  |  9.0  
LETISHA      |  K63A2 ToanTin  |  3.1  
COLLIN       |  K67A3 KHMT&TT  |  8.1  
LUDIVINA     |  K66A4 KHMT&TT  |  2.9  
WILFRED      |  K67A4 KHMT&TT  |  1.3  
KARMA        |  K67A1 ToanHoc  |  9.5  
ANGIE        |  K63A1 ToanHoc  |  6.0  
VANNA        |   K67A5 KHDL    |  4.2  
SANDRA       |  K64A3 KHMT&TT  |  3.1  
LARHONDA     |  K66A1 ToanHoc  |  4.3  
AVERY        |  K63A1 ToanHoc  |  4.4  
GIUSEPPINA   |  K64A2 ToanTin  |  5.4  
AUDREY       |   K66A5 KHDL    |  1.6  
TWYLA        |  K66A1 ToanHoc  |  0.8  
ALITA        |  K65A3 KHMT&TT  |  9.8  
VALERIA      |  K66A3 KHMT&TT  |  6.3  
HISAKO       |  K65A4 KHMT&TT  |  1.6  
JUDITH       |  K66A4 KHMT&TT  |  6.7  
LINETTE      |  K65A3 KHMT&TT  |  4.4  
TIFFANI      |  K67A4 KHMT&TT  |  3.2  
JETTA        |  K63A3 KHMT&TT  |  9.7  
THAO         |   K64A5 KHDL    |  4.0  
MARANDA      |  K66A3 KHMT&TT  |  3.2  
AZZIE        |  K65A2 ToanTin  |  1.0  
JOSETTE      |   K67A5 KHDL    |  5.9  
MARLENA      |  K64A1 ToanHoc  |  6.8  
LAURENE      |   K67A5 KHDL    |  2.4  
DOMINICK     |  K65A4 KHMT&TT  |  7.1  
JEANELLE     |   K67A5 KHDL    |  6.5  
ELLIE        |   K63A5 KHDL    |  5.1  
ANNA         |   K65A5 KHDL    |  1.9  
JULIA        |   K67A5 KHDL    |  3.2  
GLADY        |  K67A1 ToanHoc  |  7.6  
NADA         |   K65A5 KHDL    |  6.2  
SHERA        |   K64A5 KHDL    |  9.6  
ALAINE       |   K65A5 KHDL    |  5.2  
IVA          |  K66A1 ToanHoc  |  7.5  
RAYMOND      |  K64A3 KHMT&TT  |  8.3  
JANEEN       |  K67A4 KHMT&TT  |  9.7  
EMILY        |  K65A1 ToanHoc  |  4.9  
WILLIAN      |   K64A5 KHDL    |  2.3  
BRANDEN      |  K64A2 ToanTin  |  6.8  
LEANNE       |   K66A5 KHDL    |  2.3  
SHERLYN      |  K65A2 ToanTin  |  2.0  
JENE         |  K67A2 ToanTin  |  0.4  
GLENNIS      |  K65A1 ToanHoc  |  4.0  
NOBUKO       |  K67A1 ToanHoc  |  9.2  
LATIA        |  K63A4 KHMT&TT  |  0.5  
TYRON        |  K63A2 ToanTin  |  10.0 
PATSY        |  K66A3 KHMT&TT  |  7.8  
KATHYRN      |  K63A2 ToanTin  |  0.7  
RACQUEL      |  K64A2 ToanTin  |  8.0  
IVEY         |  K67A3 KHMT&TT  |  2.7  
NOLA         |  K64A1 ToanHoc  |  7.0  
ARDITH       |  K66A3 KHMT&TT  |  2.0  
LIANE        |  K67A1 ToanHoc  |  0.9  
ODETTE       |  K67A1 ToanHoc  |  0.3  
MARVIS       |  K65A1 ToanHoc  |  4.6  
EHTEL        |  K64A1 ToanHoc  |  6.5  
OLEVIA       |  K66A3 KHMT&TT  |  8.9  
RAISA        |   K67A5 KHDL    |  10.0 
DESSIE       |  K67A2 ToanTin  |  9.0  
SARAN        |   K67A5 KHDL    |  8.7  
CRISTINA     |  K63A4 KHMT&TT  |  8.4  
NORBERTO     |   K66A5 KHDL    |  4.1  
MELYNDA      |   K67A5 KHDL    |  7.0  
HILARIA      |  K67A1 ToanHoc  |  10.0 
DEVIN        |  K66A4 KHMT&TT  |  8.2  
ROSELIA      |  K67A2 ToanTin  |  0.3  
FRANCIS      |  K64A1 ToanHoc  |  9.0  
ANNAMAE      |   K65A5 KHDL    |  4.7  
MEGGAN       |  K63A1 ToanHoc  |  7.2  
DAPHNE       |  K63A3 KHMT&TT  |  9.1  
BUNNY        |  K63A4 KHMT&TT  |  1.1  
FREDERICKA   |  K65A3 KHMT&TT  |  0.8  
MAURICIO     |  K66A4 KHMT&TT  |  4.2  
RUBI         |  K64A2 ToanTin  |  6.7  
ENOCH        |   K63A5 KHDL    |  6.4  
TYISHA       |  K65A2 ToanTin  |  6.3  
GENNIE       |  K64A2 ToanTin  |  5.3  
ISSAC        |  K66A4 KHMT&TT  |  4.9  
MARCELENE    |  K63A4 KHMT&TT  |  5.8  
CHAS         |  K67A2 ToanTin  |  2.6  
MARYLYNN     |  K63A3 KHMT&TT  |  3.5  
FAUSTINO     |  K67A4 KHMT&TT  |  7.6  
PHYLICIA     |  K67A1 ToanHoc  |  5.3  
KRYSTYNA     |   K65A5 KHDL    |  0.9  
ZACK         |  K64A2 ToanTin  |  2.8  
JENICE       |  K66A2 ToanTin  |  8.2  
HALLEY       |  K63A4 KHMT&TT  |  5.2  
SHENA        |  K63A3 KHMT&TT  |  3.9  
DOMINICA     |  K64A4 KHMT&TT  |  6.3  
FRANCOISE    |  K67A3 KHMT&TT  |  4.2  
MIYOKO       |   K65A5 KHDL    |  1.7  
CATHI        |   K64A5 KHDL    |  8.4  
BEULAH       |  K65A4 KHMT&TT  |  2.6  
CHARIS       |  K64A2 ToanTin  |  7.8  
ELLYN        |  K65A2 ToanTin  |  3.8  
SHARYL       |  K63A4 KHMT&TT  |  5.3  
JANELLE      |  K63A1 ToanHoc  |  8.4  
SEE          |  K63A1 ToanHoc  |  8.8  
BRONWYN      |   K66A5 KHDL    |  9.2  
ROSIO        |  K67A2 ToanTin  |  1.1  
LINDA        |  K65A4 KHMT&TT  |  6.0  
LORNA        |  K67A4 KHMT&TT  |  1.7  
HEIDY        |  K64A4 KHMT&TT  |  9.4  
OTHA         |  K66A2 ToanTin  |  9.9  
JEN          |  K63A4 KHMT&TT  |  2.9  
TIA          |   K67A5 KHDL    |  4.0  
SYDNEY       |  K65A3 KHMT&TT  |  3.9  
NORRIS       |  K66A2 ToanTin  |  9.7  
KARI         |  K65A1 ToanHoc  |  8.4  
HUE          |  K64A2 ToanTin  |  6.1  
LAWANA       |  K65A2 ToanTin  |  2.8  
JACQUES      |  K65A3 KHMT&TT  |  9.3  
NOBLE        |  K63A4 KHMT&TT  |  0.0  
GERRY        |  K65A3 KHMT&TT  |  5.1  
ADRIANE      |  K63A2 ToanTin  |  7.9  
APRYL        |  K67A3 KHMT&TT  |  8.1  
JOE          |  K65A2 ToanTin  |  8.5  
ELIZ         |  K67A1 ToanHoc  |  2.2  
WENDI        |  K65A2 ToanTin  |  7.6  
ADENA        |  K63A1 ToanHoc  |  1.9  
DORINDA      |   K67A5 KHDL    |  0.5  
ARNETTE      |  K67A2 ToanTin  |  0.9  
SHERICE      |  K63A3 KHMT&TT  |  7.3  
DIONNA       |   K67A5 KHDL    |  4.3  
NANCIE       |  K66A2 ToanTin  |  5.9  
WYNONA       |  K65A4 KHMT&TT  |  9.1  
GRACIE       |  K66A1 ToanHoc  |  4.4  
COURTNEY     |  K67A3 KHMT&TT  |  8.3  
RIKKI        |  K63A2 ToanTin  |  4.3  
SHARLA       |  K63A2 ToanTin  |  0.5  
VERNITA      |   K67A5 KHDL    |  2.0  
RACHAEL      |  K64A3 KHMT&TT  |  9.2  
JOAQUIN      |  K67A3 KHMT&TT  |  9.5  
NOVELLA      |  K63A3 KHMT&TT  |  0.4  
LETISHA      |  K63A2 ToanTin  |  0.7  
EBONY        |  K65A2 ToanTin  |  3.9  
MARGIT       |  K65A2 ToanTin  |  3.8  
BRIDGETTE    |  K63A2 ToanTin  |  5.9  
IRMGARD      |  K64A4 KHMT&TT  |  4.2  
DEVIN        |  K65A4 KHMT&TT  |  6.6  
MARNIE       |  K67A2 ToanTin  |  0.8  
EARLEEN      |  K63A2 ToanTin  |  3.6  
VERNIE       |   K64A5 KHDL    |  7.6  
JETTA        |  K64A2 ToanTin  |  2.1  
CANDIS       |  K63A1 ToanHoc  |  0.7  
WADE         |  K66A4 KHMT&TT  |  8.7  
GIL          |  K65A3 KHMT&TT  |  0.7  
LAVETA       |  K63A3 KHMT&TT  |  4.5  
VICTOR       |   K64A5 KHDL    |  0.5  
SUDIE        |  K64A3 KHMT&TT  |  3.9  
LLOYD        |  K64A3 KHMT&TT  |  4.1  
ARIANE       |  K63A3 KHMT&TT  |  3.1  
CHANEL       |   K65A5 KHDL    |  8.5  
ASHTON       |  K66A3 KHMT&TT  |  2.2  
MAIA         |  K67A3 KHMT&TT  |  2.4  
LATONIA      |  K64A1 ToanHoc  |  7.9  
CHASTITY     |  K67A3 KHMT&TT  |  7.5  
KYM          |  K64A3 KHMT&TT  |  7.9  
TOMMIE       |  K65A4 KHMT&TT  |  1.1  
IN           |   K67A5 KHDL    |  9.0  
SUZETTE      |  K65A3 KHMT&TT  |  9.2  
KESHA        |  K66A4 KHMT&TT  |  6.6  
MARISELA     |   K65A5 KHDL    |  2.3  
CATHLEEN     |   K64A5 KHDL    |  7.3  
STEVEN       |   K65A5 KHDL    |  7.9  
SHERLEY      |   K67A5 KHDL    |  1.0  
IVONNE       |   K66A5 KHDL    |  3.5  
CARLITA      |   K63A5 KHDL    |  0.1  
TONJA        |  K64A1 ToanHoc  |  2.1  
SYLVIA       |  K65A1 ToanHoc  |  8.0  
ALAN         |  K67A2 ToanTin  |  5.6  
CHARLENA     |  K63A1 ToanHoc  |  7.6  
DIANNE       |  K66A3 KHMT&TT  |  7.0  
PORSCHE      |  K64A3 KHMT&TT  |  0.4  
MANUEL       |  K64A3 KHMT&TT  |  8.6  
DENITA       |   K67A5 KHDL    |  1.3  
JINNY        |  K67A2 ToanTin  |  0.3  
TAWNYA       |   K63A5 KHDL    |  2.8  
KYLEE        |  K65A3 KHMT&TT  |  2.6  
DELFINA      |  K65A1 ToanHoc  |  6.1  
JOHANNA      |  K64A2 ToanTin  |  4.3  
WERNER       |  K63A4 KHMT&TT  |  3.5  
FAITH        |   K63A5 KHDL    |  1.5  
REITA        |  K65A3 KHMT&TT  |  9.7  
BUCK         |   K66A5 KHDL    |  3.9  
ALYSON       |   K67A5 KHDL    |  5.8  
AFTON        |  K63A4 KHMT&TT  |  6.2  
IMOGENE      |  K65A1 ToanHoc  |  7.2  
JENIFER      |  K67A4 KHMT&TT  |  7.6  
WILLY        |  K65A3 KHMT&TT  |  6.7  
FRIDA        |  K64A3 KHMT&TT  |  7.5  
LASHONDA     |  K67A1 ToanHoc  |  6.7  
KRISTEEN     |  K63A1 ToanHoc  |  4.2  
LAWANNA      |   K64A5 KHDL    |  3.4  
SIXTA        |  K66A3 KHMT&TT  |  5.6  
BERNARDINE   |  K63A3 KHMT&TT  |  1.2  
MABELLE      |  K66A3 KHMT&TT  |  9.1  
NGUYET       |  K65A2 ToanTin  |  1.7  
MASON        |  K65A3 KHMT&TT  |  3.5  
MORA         |  K64A1 ToanHoc  |  5.3  
CELINA       |  K67A3 KHMT&TT  |  4.7  
PAMILA       |  K65A4 KHMT&TT  |  6.3  
FAUSTINO     |  K67A1 ToanHoc  |  3.6  
LIZETTE      |  K64A3 KHMT&TT  |  3.8  
ERNESTINA    |   K64A5 KHDL    |  2.3  
STEVEN       |   K65A5 KHDL    |  3.0  
KERI         |  K65A3 KHMT&TT  |  1.1  
LILY         |  K67A1 ToanHoc  |  0.0  
GITA         |  K67A3 KHMT&TT  |  2.5  
MAY          |  K67A3 KHMT&TT  |  4.1  
LUCAS        |   K64A5 KHDL    |  6.3  
CANDRA       |  K67A3 KHMT&TT  |  0.9  
COLLIN       |   K64A5 KHDL    |  5.1  
HOLLIS       |  K66A4 KHMT&TT  |  5.9  
DEVORA       |  K67A1 ToanHoc  |  2.7  
SHERILL      |   K63A5 KHDL    |  9.8  
RODRIGO      |  K65A3 KHMT&TT  |  3.2  
JASMIN       |  K67A1 ToanHoc  |  2.9  
GRAIG        |  K67A4 KHMT&TT  |  5.4  
NEVADA       |  K65A3 KHMT&TT  |  1.4  
PENNY        |  K64A3 KHMT&TT  |  1.6  
HEATHER      |  K65A2 ToanTin  |  1.8  
STEPHENIE    |   K67A5 KHDL    |  9.7  
WANETA       |   K64A5 KHDL    |  0.4  
GAIL         |  K65A3 KHMT&TT  |  5.7  
ROSALINA     |  K66A3 KHMT&TT  |  0.0  
SAMMIE       |  K65A4 KHMT&TT  |  6.1  
BUNNY        |  K65A3 KHMT&TT  |  0.5  
ROCCO        |  K64A4 KHMT&TT  |  3.9  
NORMAN       |   K64A5 KHDL    |  5.5  
FRANKLYN     |  K67A3 KHMT&TT  |  1.1  
FELECIA      |   K64A5 KHDL    |  0.1  
FIDELA       |  K64A3 KHMT&TT  |  1.5  
CHAD         |   K67A5 KHDL    |  2.4  
NICHOLE      |  K65A1 ToanHoc  |  8.6  
MANDY        |  K66A4 KHMT&TT  |  9.1  
KIMI         |  K65A1 ToanHoc  |  1.8  
SULEMA       |   K64A5 KHDL    |  8.7  
ERMELINDA    |  K63A3 KHMT&TT  |  5.3  
FAVIOLA      |  K66A1 ToanHoc  |  5.5  
JOLANDA      |   K67A5 KHDL    |  2.6  
TAMEKA       |   K64A5 KHDL    |  6.9  
JERRELL      |  K64A3 KHMT&TT  |  7.1  
CRISTAL      |   K64A5 KHDL    |  2.9  
CHERYLL      |   K67A5 KHDL    |  0.6  
STEPHNIE     |  K65A4 KHMT&TT  |  3.4  
MAGEN        |  K66A3 KHMT&TT  |  7.6  
LOREEN       |   K63A5 KHDL    |  4.5  
CHRISTIN     |  K64A2 ToanTin  |  3.5  
SHENITA      |  K66A1 ToanHoc  |  8.5  
MADLYN       |  K66A1 ToanHoc  |  0.6  
ARNETTA      |   K64A5 KHDL    |  3.2  
JOHNATHON    |   K66A5 KHDL    |  8.6  
SHAWANNA     |  K64A2 ToanTin  |  0.6  
ROBBIE       |  K66A1 ToanHoc  |  1.2  
PAGE         |  K65A1 ToanHoc  |  7.3  
ANNIS        |  K65A3 KHMT&TT  |  2.9  
CANDICE      |  K66A3 KHMT&TT  |  9.4  
MARIA        |  K65A3 KHMT&TT  |  7.0  
ALEIDA       |  K63A4 KHMT&TT  |  7.5  
VICKIE       |  K67A2 ToanTin  |  0.0  
ZACK         |   K65A5 KHDL    |  8.0  
BRITANY      |  K64A3 KHMT&TT  |  6.7  
MELIDA       |  K66A4 KHMT&TT  |  9.2  
ASHLI        |  K64A4 KHMT&TT  |  7.4  
DEAN         |  K64A1 ToanHoc  |  6.4  
GILLIAN      |   K63A5 KHDL    |  9.6  
RACHELE      |  K67A3 KHMT&TT  |  7.0  
LILY         |  K65A2 ToanTin  |  0.2  
CHRISTIANE   |  K67A4 KHMT&TT  |  4.9  
CHANG        |  K65A2 ToanTin  |  8.1  
DIVINA       |   K67A5 KHDL    |  2.0  
SHANTI       |  K67A1 ToanHoc  |  9.1  
DARREN       |  K66A1 ToanHoc  |  2.4  
JOANA        |  K64A1 ToanHoc  |  5.9  
BABARA       |  K65A4 KHMT&TT  |  2.7  
WILLIAMS     |   K66A5 KHDL    |  9.6  
CATARINA     |  K66A1 ToanHoc  |  8.0  
MARCO        |  K65A1 ToanHoc  |  5.1  
KRISTYN      |   K63A5 KHDL    |  1.0  
JIM          |  K64A1 ToanHoc  |  0.4  
NELL         |  K66A1 ToanHoc  |  0.7  
TANIA        |   K63A5 KHDL    |  1.2  
MELLISA      |  K63A4 KHMT&TT  |  3.5  
ARLETHA      |  K67A4 KHMT&TT  |  6.0  
BRADFORD     |  K63A3 KHMT&TT  |  5.5  
TRISH        |  K64A4 KHMT&TT  |  2.3  
SAMMIE       |  K67A3 KHMT&TT  |  7.8  
SABRINA      |  K66A3 KHMT&TT  |  7.6  
YUKO         |   K67A5 KHDL    |  9.6  
PRECIOUS     |  K64A3 KHMT&TT  |  9.7  
HEDY         |   K64A5 KHDL    |  4.2  
JANNA        |  K66A1 ToanHoc  |  2.8  
TOSHA        |   K67A5 KHDL    |  6.4  
POLLY        |  K64A1 ToanHoc  |  3.0  
CLARENCE     |  K63A2 ToanTin  |  5.8  
KENNETH      |  K65A1 ToanHoc  |  5.1  
KATHERINE    |  K67A3 KHMT&TT  |  3.7  
SHIRLEEN     |   K66A5 KHDL    |  7.0  
DELORIS      |  K64A2 ToanTin  |  1.0  
DIRK         |  K67A2 ToanTin  |  1.9  
ANNABELLE    |   K65A5 KHDL    |  0.5  
SHONA        |  K66A3 KHMT&TT  |  3.5  
MATTIE       |  K66A3 KHMT&TT  |  1.9  
KETURAH      |  K65A3 KHMT&TT  |  0.0  
STEPANIE     |   K66A5 KHDL    |  4.8  
TINISHA      |  K66A2 ToanTin  |  3.7  
WINNIE       |  K63A4 KHMT&TT  |  5.8  
STEPHENIE    |  K67A3 KHMT&TT  |  6.2  
JUNIOR       |  K65A2 ToanTin  |  2.1  
MARGUERITE   |  K64A3 KHMT&TT  |  8.2  
LATRISHA     |   K67A5 KHDL    |  5.5  
BERYL        |  K67A3 KHMT&TT  |  7.9  
EVE          |   K65A5 KHDL    |  1.7  
KATIE        |  K66A2 ToanTin  |  4.7  
HERMINA      |  K65A2 ToanTin  |  7.1  
ADELINA      |   K64A5 KHDL    |  0.8  
IMOGENE      |  K66A4 KHMT&TT  |  1.2  
ROSETTE      |  K65A1 ToanHoc  |  8.6  
FELTON       |  K67A2 ToanTin  |  4.7  
JEANETTE     |  K65A3 KHMT&TT  |  7.0  
CIERRA       |  K66A2 ToanTin  |  7.5  
JEANINE      |  K66A2 ToanTin  |  8.4  
TAMERA       |  K67A4 KHMT&TT  |  4.7  
MIGNON       |  K64A4 KHMT&TT  |  9.3  
KRYSTLE      |  K63A3 KHMT&TT  |  8.8  
KESHIA       |   K64A5 KHDL    |  5.8  
OPAL         |   K64A5 KHDL    |  1.9  
CORINNE      |  K65A4 KHMT&TT  |  10.0 
NICHOLLE     |  K64A3 KHMT&TT  |  6.9  
BASIL        |  K67A2 ToanTin  |  9.3  
TIFFANIE     |   K67A5 KHDL    |  3.5  
JEANETTA     |  K67A3 KHMT&TT  |  6.4  
JOETTE       |   K63A5 KHDL    |  1.2  
GRACE        |  K63A4 KHMT&TT  |  8.0  
MERVIN       |   K65A5 KHDL    |  5.1  
EZEQUIEL     |  K66A2 ToanTin  |  6.8  
DARRON       |   K63A5 KHDL    |  6.2  
RICHARD      |  K67A1 ToanHoc  |  9.3  
ROSANNE      |  K66A4 KHMT&TT  |  2.4  
DUANE        |  K64A4 KHMT&TT  |  6.8  
ANNABEL      |  K63A4 KHMT&TT  |  1.2  
KERMIT       |   K64A5 KHDL    |  4.9  
HORACIO      |  K67A1 ToanHoc  |  4.9  
ELISEO       |  K66A2 ToanTin  |  7.3  
SHERON       |  K64A3 KHMT&TT  |  7.4  
LOAN         |  K63A4 KHMT&TT  |  1.5  
DARYL        |  K65A2 ToanTin  |  5.6  
INGEBORG     |  K63A2 ToanTin  |  7.9  
IONA         |  K66A4 KHMT&TT  |  8.7  
HAYLEY       |  K63A2 ToanTin  |  6.8  
PHILOMENA    |  K67A1 ToanHoc  |  3.9  
GAY          |  K63A1 ToanHoc  |  1.3  
JOEL         |   K65A5 KHDL    |  6.7  
CHLOE        |   K63A5 KHDL    |  8.4  
BAMBI        |  K65A2 ToanTin  |  2.3  
JAZMIN       |   K65A5 KHDL    |  3.9  
ARMINDA      |  K63A3 KHMT&TT  |  4.6  
TAMIE        |  K67A3 KHMT&TT  |  8.5  
SYLVESTER    |  K63A1 ToanHoc  |  5.7  
FRANCISCA    |  K67A1 ToanHoc  |  7.2  
LATARSHA     |  K67A3 KHMT&TT  |  8.7  
KAYLENE      |  K63A3 KHMT&TT  |  5.3  
CAITLYN      |  K63A3 KHMT&TT  |  0.7  
JACKELINE    |   K66A5 KHDL    |  2.1  
ALLYN        |  K63A1 ToanHoc  |  2.4  
SEAN         |  K63A1 ToanHoc  |  0.3  
NATALIE      |  K67A3 KHMT&TT  |  0.7  
